Industry,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total,8177564,8644910,9199563,9796168,10136627,10451390,10958558,11693815,12486597,13236629,13876596,14153987,13851074,14408091,14945328,15582867,16202352,16908169,17579850,18078459,18866427,19876317,20711249,20525386,22743872,24819412
